Date,Open,High,Low,Close,Adj Close,Volume
2015-03-26,51835.000000,51835.000000,50528.000000,50580.000000,50580.000000,3638500
2015-03-27,50575.000000,50575.000000,49909.000000,50095.000000,50095.000000,3927700
2015-03-30,50100.000000,51265.000000,50100.000000,51243.000000,51243.000000,2798500
2015-03-31,51243.000000,51466.000000,50612.000000,51150.000000,51150.000000,3511300
2015-04-01,51186.000000,52613.000000,51186.000000,52322.000000,52322.000000,4411500
2015-04-02,52322.000000,53312.000000,52322.000000,53123.000000,53123.000000,4266500
2015-04-06,53124.000000,54146.000000,53122.000000,53737.000000,53737.000000,3322100
2015-04-07,53738.000000,54002.000000,53436.000000,53729.000000,53729.000000,3487100
2015-04-08,53732.000000,54458.000000,53508.000000,53661.000000,53661.000000,4780400
2015-04-09,53638.000000,54002.000000,53292.000000,53803.000000,53803.000000,4338300
2015-04-10,53803.000000,54413.000000,53556.000000,54214.000000,54214.000000,3683000
2015-04-13,54214.000000,54866.000000,54004.000000,54240.000000,54240.000000,3660300
2015-04-14,54240.000000,54625.000000,53773.000000,53982.000000,53982.000000,3747100
2015-04-15,54037.000000,54960.000000,54037.000000,54919.000000,54919.000000,4069600
2015-04-16,54919.000000,54919.000000,54316.000000,54674.000000,54674.000000,4133000
2015-04-17,54672.000000,54672.000000,53896.000000,53955.000000,53955.000000,3537200
2015-04-20,53965.000000,54385.000000,53510.000000,53761.000000,53761.000000,2688000
2015-04-22,53762.000000,54848.000000,53762.000000,54617.000000,54617.000000,3700600
2015-04-23,54616.000000,55782.000000,54064.000000,55685.000000,55685.000000,5535100
2015-04-24,55687.000000,56965.000000,55687.000000,56594.000000,56594.000000,4982000
2015-04-27,56554.000000,56962.000000,55515.000000,55535.000000,55535.000000,3854300
2015-04-28,55549.000000,56018.000000,54973.000000,55812.000000,55812.000000,4082600
2015-04-29,55809.000000,55809.000000,55067.000000,55325.000000,55325.000000,3888400
2015-04-30,55312.000000,56229.000000,55080.000000,56229.000000,56229.000000,4947500
2015-05-04,56230.000000,57520.000000,56230.000000,57354.000000,57354.000000,3492600
2015-05-05,57350.000000,58147.000000,57096.000000,58052.000000,58052.000000,3903800
2015-05-06,58050.000000,58575.000000,56820.000000,57103.000000,57103.000000,4598400
2015-05-07,57103.000000,57290.000000,56507.000000,56921.000000,56921.000000,3065100
2015-05-08,56965.000000,57621.000000,56595.000000,57149.000000,57149.000000,3410900
2015-05-11,57166.000000,57490.000000,57013.000000,57197.000000,57197.000000,2966300
2015-05-12,57193.000000,57424.000000,56753.000000,56792.000000,56792.000000,3087600
2015-05-13,56790.000000,56900.000000,56199.000000,56372.000000,56372.000000,3071700
2015-05-14,56376.000000,56921.000000,56105.000000,56657.000000,56657.000000,3209800
2015-05-15,56656.000000,57288.000000,56422.000000,57249.000000,57249.000000,2894400
2015-05-18,57250.000000,57606.000000,55926.000000,56204.000000,56204.000000,3778400
2015-05-19,56204.000000,56212.000000,55027.000000,55499.000000,55499.000000,3223000
2015-05-20,55497.000000,55645.000000,54820.000000,54901.000000,54901.000000,3278700
2015-05-21,54900.000000,55112.000000,54526.000000,55112.000000,55112.000000,3303700
2015-05-22,55112.000000,55223.000000,54038.000000,54377.000000,54377.000000,3689100
2015-05-25,54378.000000,54868.000000,53972.000000,54609.000000,54609.000000,1604600
2015-05-26,54609.000000,54609.000000,53548.000000,53630.000000,53630.000000,3324200
2015-05-27,53631.000000,54293.000000,53136.000000,54236.000000,54236.000000,3475600
2015-05-28,54230.000000,54230.000000,53363.000000,53976.000000,53976.000000,2914500
2015-05-29,53974.000000,53974.000000,52760.000000,52760.000000,52760.000000,5553300
2015-06-01,52753.000000,53233.000000,52666.000000,53031.000000,53031.000000,2675400
2015-06-02,53035.000000,54236.000000,53035.000000,54236.000000,54236.000000,3476000
2015-06-03,54254.000000,54254.000000,53462.000000,53523.000000,53523.000000,3317500
2015-06-05,53518.000000,53518.000000,52808.000000,52973.000000,52973.000000,2729100
2015-06-08,52975.000000,53325.000000,52810.000000,52810.000000,52810.000000,2582500
2015-06-09,52810.000000,53292.000000,52688.000000,52816.000000,52816.000000,3678000
2015-06-10,52817.000000,54102.000000,52817.000000,53876.000000,53876.000000,3587500
2015-06-11,53876.000000,54271.000000,53444.000000,53689.000000,53689.000000,3093500
2015-06-12,53689.000000,53689.000000,53033.000000,53348.000000,53348.000000,2379500
2015-06-15,53338.000000,53338.000000,52548.000000,53138.000000,53138.000000,2607700
2015-06-16,53144.000000,53969.000000,53107.000000,53702.000000,53702.000000,3280300
2015-06-17,53698.000000,53755.000000,52965.000000,53249.000000,53249.000000,2993200
2015-06-18,53251.000000,54352.000000,53214.000000,54239.000000,54239.000000,2665000
2015-06-19,54236.000000,54236.000000,53479.000000,53749.000000,53749.000000,2948200
2015-06-22,53750.000000,54342.000000,53655.000000,53864.000000,53864.000000,2354400
2015-06-23,53865.000000,54361.000000,53772.000000,53772.000000,53772.000000,2625300
2015-06-24,53772.000000,54236.000000,53628.000000,53843.000000,53843.000000,2731100
2015-06-25,53840.000000,53840.000000,52879.000000,53176.000000,53176.000000,3234900
2015-06-26,53181.000000,54076.000000,53151.000000,54017.000000,54017.000000,2705400
2015-06-29,54013.000000,54013.000000,52647.000000,53014.000000,53014.000000,2550600
2015-06-30,53014.000000,53345.000000,52813.000000,53081.000000,53081.000000,3021100
2015-07-01,53081.000000,53456.000000,52603.000000,52758.000000,52758.000000,2714000
2015-07-02,52758.000000,53357.000000,52758.000000,53106.000000,53106.000000,2998100
2015-07-03,53106.000000,53106.000000,52370.000000,52519.000000,52519.000000,1498600
2015-07-06,52511.000000,52679.000000,51683.000000,52149.000000,52149.000000,2573500
2015-07-07,52149.000000,52388.000000,51130.000000,52344.000000,52344.000000,3538900
2015-07-08,52343.000000,52468.000000,51574.000000,51782.000000,51782.000000,2880300
2015-07-10,51782.000000,52786.000000,51782.000000,52591.000000,52591.000000,2678700
2015-07-13,52591.000000,53164.000000,52591.000000,53119.000000,53119.000000,2606900
2015-07-14,53119.000000,53416.000000,52653.000000,53239.000000,53239.000000,2740900
2015-07-15,53239.000000,53334.000000,52790.000000,52902.000000,52902.000000,2533600
2015-07-16,52902.000000,53417.000000,52714.000000,53070.000000,53070.000000,2075700
2015-07-17,53070.000000,53310.000000,52221.000000,52342.000000,52342.000000,2440800
2015-07-20,52341.000000,52424.000000,51525.000000,51600.000000,51600.000000,2635000
2015-07-21,51603.000000,51998.000000,51244.000000,51474.000000,51474.000000,2942600
2015-07-22,51474.000000,51474.000000,50592.000000,50916.000000,50916.000000,3123300
2015-07-23,50916.000000,51063.000000,49668.000000,49807.000000,49807.000000,4181500
2015-07-24,49804.000000,49831.000000,48624.000000,49246.000000,49246.000000,3632500
2015-07-27,49246.000000,49298.000000,48640.000000,48736.000000,48736.000000,3489100
2015-07-28,48740.000000,49871.000000,48740.000000,49602.000000,49602.000000,4137600
2015-07-29,49602.000000,50333.000000,49422.000000,50245.000000,50245.000000,3746800
2015-07-30,50245.000000,50645.000000,49612.000000,49897.000000,49897.000000,3261200
2015-07-31,49897.000000,50895.000000,49892.000000,50865.000000,50865.000000,3142200
2015-08-03,50867.000000,50867.000000,50054.000000,50138.000000,50138.000000,2613200
2015-08-04,50138.000000,50574.000000,49827.000000,50058.000000,50058.000000,2670400
2015-08-05,50067.000000,50853.000000,50067.000000,50287.000000,50287.000000,2662100
2015-08-06,50280.000000,50534.000000,49624.000000,50011.000000,50011.000000,3640800
2015-08-07,50013.000000,50013.000000,48512.000000,48577.000000,48577.000000,3218400
2015-08-10,48578.000000,49512.000000,48578.000000,49353.000000,49353.000000,2842100
2015-08-11,49340.000000,49340.000000,48306.000000,49072.000000,49072.000000,3288000
2015-08-12,49064.000000,49064.000000,48028.000000,48388.000000,48388.000000,4234500
2015-08-13,48390.000000,48606.000000,47722.000000,48010.000000,48010.000000,3186500
2015-08-14,48010.000000,48186.000000,47508.000000,47508.000000,47508.000000,2878900
2015-08-17,47509.000000,47788.000000,47217.000000,47217.000000,47217.000000,2411800
2015-08-18,47220.000000,48084.000000,46676.000000,47451.000000,47451.000000,3544600
2015-08-19,47451.000000,47451.000000,45977.000000,46588.000000,46588.000000,3236800
2015-08-20,46588.000000,46781.000000,46030.000000,46649.000000,46649.000000,2945700
2015-08-21,46649.000000,46649.000000,45677.000000,45720.000000,45720.000000,2869600
2015-08-24,45715.000000,45715.000000,42749.000000,44336.000000,44336.000000,4727700
2015-08-25,44338.000000,45588.000000,44338.000000,44545.000000,44545.000000,3726600
2015-08-26,44546.000000,46039.000000,44540.000000,46038.000000,46038.000000,3739600
2015-08-27,46038.000000,47997.000000,46038.000000,47715.000000,47715.000000,4252000
2015-08-28,47697.000000,47872.000000,46847.000000,47154.000000,47154.000000,3778600
2015-08-31,47151.000000,47151.000000,45570.000000,46626.000000,46626.000000,4667300
2015-09-01,46625.000000,46625.000000,45278.000000,45477.000000,45477.000000,3665000
2015-09-02,45484.000000,46474.000000,45445.000000,46464.000000,46464.000000,3740100
2015-09-03,46468.000000,47532.000000,46279.000000,47366.000000,47366.000000,4103000
2015-09-04,47366.000000,47377.000000,46320.000000,46498.000000,46498.000000,4174900
2015-09-08,46501.000000,47243.000000,46497.000000,46762.000000,46762.000000,2851000
2015-09-09,46762.000000,47840.000000,46614.000000,46657.000000,46657.000000,3699200
2015-09-10,46656.000000,46819.000000,45592.000000,46504.000000,46504.000000,4483200
2015-09-11,46509.000000,46558.000000,46176.000000,46401.000000,46401.000000,3615300
2015-09-14,46400.000000,47386.000000,46218.000000,47282.000000,47282.000000,3579400
2015-09-15,47281.000000,47689.000000,46746.000000,47364.000000,47364.000000,3562000
2015-09-16,47364.000000,48681.000000,47364.000000,48553.000000,48553.000000,4320300
2015-09-17,48553.000000,49396.000000,48082.000000,48551.000000,48551.000000,4184700
2015-09-18,48550.000000,48550.000000,46928.000000,47264.000000,47264.000000,4381000
2015-09-21,47263.000000,47391.000000,46425.000000,46590.000000,46590.000000,2601200
2015-09-22,46585.000000,46585.000000,45276.000000,46265.000000,46265.000000,4193100
2015-09-23,46263.000000,46480.000000,45340.000000,45340.000000,45340.000000,3962000
2015-09-24,45340.000000,45572.000000,44183.000000,45292.000000,45292.000000,4331700
2015-09-25,45300.000000,45969.000000,44697.000000,44831.000000,44831.000000,3135300
2015-09-28,44832.000000,44832.000000,43767.000000,43957.000000,43957.000000,2771900
2015-09-29,43956.000000,44531.000000,43956.000000,44132.000000,44132.000000,2960700
2015-09-30,44132.000000,45294.000000,44132.000000,45059.000000,45059.000000,4831200
2015-10-01,45064.000000,45547.000000,44789.000000,45313.000000,45313.000000,3773200
2015-10-02,45313.000000,47033.000000,44973.000000,47033.000000,47033.000000,4001300
2015-10-05,47033.000000,48081.000000,47019.000000,47598.000000,47598.000000,3323700
2015-10-06,47598.000000,48092.000000,47389.000000,47735.000000,47735.000000,3370800
2015-10-07,47735.000000,49290.000000,47715.000000,48914.000000,48914.000000,6060700
2015-10-08,48915.000000,49247.000000,48658.000000,49107.000000,49107.000000,3585000
2015-10-09,49105.000000,49752.000000,48698.000000,49338.000000,49338.000000,4551200
2015-10-13,49339.000000,49339.000000,47135.000000,47363.000000,47363.000000,4221100
2015-10-14,47349.000000,47715.000000,46701.000000,46710.000000,46710.000000,6141700
2015-10-15,46730.000000,47188.000000,46321.000000,47161.000000,47161.000000,3653000
2015-10-16,47161.000000,47727.000000,46517.000000,47236.000000,47236.000000,3537700
2015-10-19,47242.000000,47536.000000,46917.000000,47447.000000,47447.000000,3133600
2015-10-20,47447.000000,47728.000000,46623.000000,47077.000000,47077.000000,3297000
2015-10-21,47077.000000,47274.000000,46654.000000,47026.000000,47026.000000,2957300
2015-10-22,47027.000000,47909.000000,47027.000000,47772.000000,47772.000000,3124100
2015-10-23,47774.000000,48837.000000,47502.000000,47597.000000,47597.000000,3592300
2015-10-26,47607.000000,47875.000000,47105.000000,47209.000000,47209.000000,2451400
2015-10-27,47205.000000,47338.000000,46742.000000,47043.000000,47043.000000,3443800
2015-10-28,47038.000000,47441.000000,46388.000000,46741.000000,46741.000000,4085200
2015-10-29,46740.000000,46740.000000,45628.000000,45628.000000,45628.000000,3082000
2015-10-30,45628.000000,45975.000000,45401.000000,45869.000000,45869.000000,3231400
2015-11-03,45869.000000,48054.000000,45866.000000,48054.000000,48054.000000,4603800
2015-11-04,48059.000000,49054.000000,47441.000000,47710.000000,47710.000000,3627200
2015-11-05,47712.000000,48061.000000,47430.000000,48047.000000,48047.000000,3189000
2015-11-06,48046.000000,48046.000000,46397.000000,46919.000000,46919.000000,3091100
2015-11-09,46915.000000,47001.000000,46057.000000,46195.000000,46195.000000,2278500
2015-11-10,46195.000000,46195.000000,45397.000000,46179.000000,46179.000000,2401800
2015-11-11,46207.000000,47231.000000,46207.000000,47065.000000,47065.000000,3071700
2015-11-12,47065.000000,47460.000000,46696.000000,46884.000000,46884.000000,3154200
2015-11-13,46884.000000,46884.000000,46311.000000,46517.000000,46517.000000,3517200
2015-11-16,46519.000000,46905.000000,46399.000000,46847.000000,46847.000000,3144900
2015-11-17,46848.000000,47698.000000,46848.000000,47248.000000,47248.000000,3341700
2015-11-18,47241.000000,47951.000000,47241.000000,47436.000000,47436.000000,3965500
2015-11-19,47437.000000,48227.000000,47437.000000,48139.000000,48139.000000,4069100
2015-11-23,48138.000000,48745.000000,47988.000000,48150.000000,48150.000000,3277600
2015-11-24,48143.000000,48320.000000,47442.000000,48284.000000,48284.000000,3445700
2015-11-25,48270.000000,48270.000000,46742.000000,46867.000000,46867.000000,3976000
2015-11-26,46867.000000,47199.000000,46867.000000,47146.000000,47146.000000,2288300
2015-11-27,47144.000000,47144.000000,45812.000000,45873.000000,45873.000000,3031900
2015-11-30,45871.000000,45931.000000,45106.000000,45120.000000,45120.000000,7164800
2015-12-01,45121.000000,45482.000000,44775.000000,45047.000000,45047.000000,4176300
2015-12-02,45046.000000,45338.000000,44579.000000,44915.000000,44915.000000,4179400
2015-12-03,44923.000000,47142.000000,44923.000000,46393.000000,46393.000000,4421500
2015-12-04,46385.000000,46385.000000,45023.000000,45361.000000,45361.000000,3520900
2015-12-07,45361.000000,46157.000000,45217.000000,45223.000000,45223.000000,2853300
2015-12-08,45223.000000,45233.000000,44232.000000,44443.000000,44443.000000,3203200
2015-12-09,44444.000000,46438.000000,44444.000000,46108.000000,46108.000000,4446400
2015-12-10,46084.000000,46323.000000,45351.000000,45631.000000,45631.000000,3638300
2015-12-11,45630.000000,45981.000000,45068.000000,45263.000000,45263.000000,3281900
2015-12-14,45258.000000,45258.000000,44531.000000,44747.000000,44747.000000,2481600
2015-12-15,44748.000000,45423.000000,44748.000000,44872.000000,44872.000000,2558500
2015-12-16,44868.000000,45099.000000,44095.000000,45016.000000,45016.000000,3324300
2015-12-17,45016.000000,46251.000000,45016.000000,45261.000000,45261.000000,3028800
2015-12-18,45249.000000,45249.000000,43690.000000,43911.000000,43911.000000,4564700
2015-12-21,43912.000000,44223.000000,43196.000000,43200.000000,43200.000000,3452900
2015-12-22,43208.000000,43632.000000,43137.000000,43470.000000,43470.000000,2577000
2015-12-23,43479.000000,44233.000000,43479.000000,44015.000000,44015.000000,2501300
2015-12-28,44016.000000,44087.000000,43709.000000,43764.000000,43764.000000,1793200
2015-12-29,43781.000000,44042.000000,43523.000000,43654.000000,43654.000000,1675900
2015-12-30,43653.000000,43662.000000,43217.000000,43350.000000,43350.000000,2679200
2016-01-04,43349.000000,43349.000000,42125.000000,42141.000000,42141.000000,2976300
2016-01-05,42139.000000,42534.000000,42137.000000,42419.000000,42419.000000,2557200
2016-01-06,42410.000000,42410.000000,41590.000000,41773.000000,41773.000000,3935900
2016-01-07,41772.000000,41772.000000,40695.000000,40695.000000,40695.000000,4032300
2016-01-08,40695.000000,41218.000000,40463.000000,40612.000000,40612.000000,3221600
2016-01-11,40612.000000,40974.000000,39924.000000,39950.000000,39950.000000,3086400
2016-01-12,39955.000000,40261.000000,39426.000000,39514.000000,39514.000000,3383700
2016-01-13,39518.000000,40050.000000,38822.000000,38944.000000,38944.000000,3569600
2016-01-14,38944.000000,39502.000000,38459.000000,39500.000000,39500.000000,3868600
2016-01-15,39494.000000,39494.000000,37986.000000,38569.000000,38569.000000,4076400
2016-01-18,38572.000000,38633.000000,37937.000000,37937.000000,37937.000000,2161200
2016-01-19,37941.000000,38857.000000,37941.000000,38057.000000,38057.000000,3044900
2016-01-20,38056.000000,38056.000000,37046.000000,37645.000000,37645.000000,3958400
2016-01-21,37647.000000,38079.000000,37495.000000,37717.000000,37717.000000,3773600
2016-01-22,37737.000000,38444.000000,37737.000000,38031.000000,38031.000000,4197500
2016-01-26,38031.000000,38031.000000,37112.000000,37497.000000,37497.000000,3607000
2016-01-27,37501.000000,38766.000000,37402.000000,38376.000000,38376.000000,4648600
2016-01-28,38376.000000,39100.000000,37996.000000,38630.000000,38630.000000,4464600
2016-01-29,38635.000000,40406.000000,38635.000000,40406.000000,40406.000000,5475700
2016-02-01,40397.000000,40570.000000,39738.000000,40570.000000,40570.000000,3661700
2016-02-02,40564.000000,40564.000000,38596.000000,38596.000000,38596.000000,4425300
2016-02-03,38597.000000,39726.000000,38597.000000,39589.000000,39589.000000,4238100
2016-02-04,39589.000000,41444.000000,39589.000000,40822.000000,40822.000000,5388500
2016-02-05,40812.000000,41249.000000,40566.000000,40592.000000,40592.000000,3669000
2016-02-10,40592.000000,40592.000000,39960.000000,40377.000000,40377.000000,3700000
2016-02-11,40370.000000,40370.000000,38928.000000,39318.000000,39318.000000,3794000
2016-02-12,39324.000000,39901.000000,39324.000000,39808.000000,39808.000000,3327800
2016-02-15,39808.000000,40671.000000,39808.000000,40093.000000,40093.000000,1694300
2016-02-16,40093.000000,41206.000000,40074.000000,40948.000000,40948.000000,3921300
2016-02-17,40958.000000,42436.000000,40958.000000,41631.000000,41631.000000,5307100
2016-02-18,41624.000000,41698.000000,41183.000000,41478.000000,41478.000000,3534900
2016-02-19,41477.000000,41828.000000,41071.000000,41543.000000,41543.000000,3298700
2016-02-22,41544.000000,43345.000000,41544.000000,43235.000000,43235.000000,4508500
2016-02-23,43235.000000,43601.000000,42359.000000,42521.000000,42521.000000,3805300
2016-02-24,42521.000000,42521.000000,41211.000000,42085.000000,42085.000000,3522700
2016-02-25,42084.000000,42327.000000,41442.000000,41888.000000,41888.000000,4046700
2016-02-26,41889.000000,42495.000000,41417.000000,41593.000000,41593.000000,3274600
2016-02-29,41599.000000,43053.000000,41599.000000,42794.000000,42794.000000,4473500
2016-03-01,42795.000000,44181.000000,42795.000000,44122.000000,44122.000000,4610100
2016-03-02,44122.000000,44983.000000,43841.000000,44893.000000,44893.000000,5009600
2016-03-03,44900.000000,47375.000000,44900.000000,47193.000000,47193.000000,9031000
2016-03-04,47194.000000,50024.000000,47194.000000,49085.000000,49085.000000,10284300
2016-03-07,49089.000000,49639.000000,48746.000000,49246.000000,49246.000000,5720600
2016-03-08,49244.000000,49914.000000,48847.000000,49102.000000,49102.000000,7150500
2016-03-09,49102.000000,50001.000000,48623.000000,48665.000000,48665.000000,6230600
2016-03-10,48667.000000,49974.000000,47922.000000,49571.000000,49571.000000,7467200
2016-03-11,49574.000000,50038.000000,49156.000000,49639.000000,49639.000000,6002200
2016-03-14,49639.000000,50166.000000,48757.000000,48867.000000,48867.000000,4801100
2016-03-15,48866.000000,48866.000000,46684.000000,47130.000000,47130.000000,5502200
2016-03-16,47130.000000,47814.000000,46521.000000,47763.000000,47763.000000,5111000
2016-03-17,47770.000000,51268.000000,47770.000000,50914.000000,50914.000000,7245100
2016-03-18,50915.000000,51308.000000,50202.000000,50815.000000,50815.000000,5448400
2016-03-21,50816.000000,51370.000000,50765.000000,51172.000000,51172.000000,3708500
2016-03-22,51170.000000,51215.000000,50812.000000,51010.000000,51010.000000,3896600
2016-03-23,51005.000000,51005.000000,49491.000000,49690.000000,49690.000000,3638700
2016-03-24,49686.000000,49686.000000,48778.000000,49657.000000,49657.000000,3688400
2016-03-28,49687.000000,51149.000000,49687.000000,50838.000000,50838.000000,3515800
2016-03-29,50839.000000,51765.000000,50387.000000,51155.000000,51155.000000,4320900
2016-03-30,51155.000000,52262.000000,50900.000000,51249.000000,51249.000000,4730600
2016-03-31,51248.000000,51248.000000,49642.000000,50055.000000,50055.000000,4251900
2016-04-01,50054.000000,50768.000000,49361.000000,50562.000000,50562.000000,3890600
2016-04-04,50556.000000,50556.000000,48600.000000,48780.000000,48780.000000,3556500
2016-04-05,48778.000000,49629.000000,48149.000000,49054.000000,49054.000000,3546100
2016-04-06,49054.000000,49054.000000,47874.000000,48096.000000,48096.000000,3810000
2016-04-07,48099.000000,48940.000000,48099.000000,48513.000000,48513.000000,3059900
2016-04-08,48517.000000,50486.000000,48517.000000,50293.000000,50293.000000,5047700
2016-04-11,50303.000000,51089.000000,50078.000000,50165.000000,50165.000000,4050700
2016-04-12,50166.000000,52327.000000,50166.000000,52002.000000,52002.000000,5146900
2016-04-13,52010.000000,53844.000000,52010.000000,53150.000000,53150.000000,6376500
2016-04-14,53150.000000,53699.000000,52242.000000,52411.000000,52411.000000,5492100
2016-04-15,52414.000000,53390.000000,52414.000000,53228.000000,53228.000000,5047800
2016-04-18,53229.000000,53479.000000,52305.000000,52894.000000,52894.000000,4385600
2016-04-19,52894.000000,54054.000000,52894.000000,53710.000000,53710.000000,5033900
2016-04-20,53711.000000,53857.000000,53149.000000,53631.000000,53631.000000,4554100
2016-04-22,53630.000000,53630.000000,52629.000000,52908.000000,52908.000000,4259400
2016-04-25,52911.000000,52949.000000,51748.000000,51862.000000,51862.000000,3693200
2016-04-26,51867.000000,53108.000000,51838.000000,53083.000000,53083.000000,3749400
2016-04-27,53094.000000,54560.000000,53094.000000,54478.000000,54478.000000,4897900
2016-04-28,54475.000000,54978.000000,53963.000000,54312.000000,54312.000000,4413500
2016-04-29,54317.000000,54705.000000,53592.000000,53911.000000,53911.000000,4898400
2016-05-02,53910.000000,54113.000000,53265.000000,53562.000000,53562.000000,3286100
2016-05-03,53557.000000,53557.000000,52260.000000,52260.000000,52260.000000,3892400
2016-05-04,52253.000000,52672.000000,51931.000000,52553.000000,52553.000000,4263800
2016-05-05,52569.000000,53071.000000,51311.000000,51671.000000,51671.000000,3653100
2016-05-06,51671.000000,52159.000000,51204.000000,51718.000000,51718.000000,3296100
2016-05-09,51717.000000,51717.000000,49908.000000,50990.000000,50990.000000,4938400
2016-05-10,50994.000000,53071.000000,50994.000000,53071.000000,53071.000000,4079200
2016-05-11,53072.000000,53976.000000,52736.000000,52764.000000,52764.000000,4350000
2016-05-12,52765.000000,53703.000000,52424.000000,53241.000000,53241.000000,4630400
2016-05-13,53236.000000,53250.000000,51366.000000,51804.000000,51804.000000,4314300
2016-05-16,51803.000000,52305.000000,51585.000000,51803.000000,51803.000000,3529500
2016-05-17,51795.000000,51946.000000,50689.000000,50839.000000,50839.000000,3871100
2016-05-18,50836.000000,51373.000000,50301.000000,50562.000000,50562.000000,4072500
2016-05-19,50556.000000,50556.000000,49588.000000,50133.000000,50133.000000,3905500
2016-05-20,50133.000000,50822.000000,49723.000000,49723.000000,49723.000000,3254500
2016-05-23,49709.000000,49709.000000,48695.000000,49330.000000,49330.000000,3412800
2016-05-24,49330.000000,50002.000000,49153.000000,49345.000000,49345.000000,3138900
2016-05-25,49347.000000,50357.000000,49347.000000,49483.000000,49483.000000,3472600
2016-05-27,49481.000000,49805.000000,48869.000000,49051.000000,49051.000000,2711800
2016-05-30,49051.000000,49203.000000,48799.000000,48964.000000,48964.000000,1169200
2016-05-31,48963.000000,49269.000000,48292.000000,48472.000000,48472.000000,5802800
2016-06-01,48468.000000,49057.000000,48200.000000,49013.000000,49013.000000,3290000
2016-06-02,49008.000000,49906.000000,48781.000000,49887.000000,49887.000000,3525800
2016-06-03,49888.000000,50634.000000,49888.000000,50619.000000,50619.000000,3329400
2016-06-06,50627.000000,50924.000000,50097.000000,50432.000000,50432.000000,3111900
2016-06-07,50432.000000,50641.000000,50005.000000,50488.000000,50488.000000,2958800
2016-06-08,50490.000000,51812.000000,50490.000000,51629.000000,51629.000000,4206400
2016-06-09,51633.000000,51633.000000,50832.000000,51118.000000,51118.000000,3213200
2016-06-10,51117.000000,51117.000000,49421.000000,49422.000000,49422.000000,2977400
2016-06-13,49419.000000,49764.000000,48804.000000,49661.000000,49661.000000,2630500
2016-06-14,49662.000000,49894.000000,48216.000000,48648.000000,48648.000000,3885000
2016-06-15,48649.000000,49415.000000,48324.000000,48915.000000,48915.000000,5009800
2016-06-16,48901.000000,49412.000000,48067.000000,49412.000000,49412.000000,3887200
2016-06-17,49409.000000,50191.000000,49405.000000,49534.000000,49534.000000,4248900
2016-06-20,49539.000000,50782.000000,49539.000000,50329.000000,50329.000000,3487000
2016-06-21,50326.000000,50870.000000,49678.000000,50838.000000,50838.000000,3349200
2016-06-22,50835.000000,51239.000000,50060.000000,50156.000000,50156.000000,3632900
2016-06-23,50161.000000,51673.000000,50161.000000,51560.000000,51560.000000,3166800
2016-06-24,51561.000000,51561.000000,49544.000000,50105.000000,50105.000000,4139100
2016-06-27,50106.000000,50162.000000,48954.000000,49246.000000,49246.000000,3228500
2016-06-28,49252.000000,50301.000000,49252.000000,50007.000000,50007.000000,3406400
2016-06-29,50009.000000,51229.000000,50009.000000,51002.000000,51002.000000,3970100
2016-06-30,51001.000000,51619.000000,50585.000000,51527.000000,51527.000000,4377800
2016-07-01,51540.000000,52346.000000,51411.000000,52233.000000,52233.000000,4116100
2016-07-04,52241.000000,52918.000000,52241.000000,52569.000000,52569.000000,2081800
2016-07-05,52565.000000,52565.000000,51510.000000,51842.000000,51842.000000,3121400
2016-07-06,51842.000000,51909.000000,50825.000000,51902.000000,51902.000000,3277000
2016-07-07,51902.000000,52719.000000,51888.000000,52015.000000,52015.000000,3712200
2016-07-08,52020.000000,53166.000000,52020.000000,53141.000000,53141.000000,2995500
2016-07-11,53143.000000,54021.000000,53143.000000,53960.000000,53960.000000,3206300
2016-07-12,53961.000000,54746.000000,53961.000000,54256.000000,54256.000000,3878700
2016-07-13,54256.000000,54647.000000,53733.000000,54598.000000,54598.000000,4037100
2016-07-14,54601.000000,55634.000000,54601.000000,55481.000000,55481.000000,4408500
2016-07-15,55482.000000,55649.000000,55233.000000,55578.000000,55578.000000,3684500
2016-07-18,55573.000000,56509.000000,55355.000000,56484.000000,56484.000000,3984500
2016-07-19,56487.000000,56698.000000,56246.000000,56698.000000,56698.000000,3794000
2016-07-20,56699.000000,56927.000000,56221.000000,56578.000000,56578.000000,3865800
2016-07-21,56578.000000,56906.000000,56233.000000,56641.000000,56641.000000,3486900
2016-07-22,56641.000000,57171.000000,56518.000000,57002.000000,57002.000000,2912000
2016-07-25,57006.000000,57205.000000,56398.000000,56873.000000,56873.000000,3126900
2016-07-26,56876.000000,57309.000000,56708.000000,56783.000000,56783.000000,3351800
2016-07-27,56788.000000,57380.000000,56788.000000,56853.000000,56853.000000,3795700
2016-07-28,56853.000000,56853.000000,55993.000000,56667.000000,56667.000000,3912600
2016-07-29,56664.000000,57474.000000,56340.000000,57308.000000,57308.000000,4416500
2016-08-01,57309.000000,57729.000000,56676.000000,56756.000000,56756.000000,4088000
2016-08-02,56756.000000,56974.000000,55696.000000,56162.000000,56162.000000,3857700
2016-08-03,56157.000000,57101.000000,55788.000000,57077.000000,57077.000000,4058600
2016-08-04,57076.000000,58030.000000,57076.000000,57594.000000,57594.000000,4192000
2016-08-05,57609.000000,57951.000000,57290.000000,57661.000000,57661.000000,3354600
2016-08-08,57655.000000,57917.000000,57504.000000,57635.000000,57635.000000,3153800
2016-08-09,57637.000000,58095.000000,57615.000000,57689.000000,57689.000000,3049900
